epoch,loss,val_loss
0,2063.1962890625,2054.64013671875
1,2054.41357421875,2048.050537109375
2,2046.3389892578125,2040.6365966796875
3,2037.519775390625,2033.0218505859375
4,2028.013427734375,2024.71923828125
5,2019.1444091796875,2013.5498046875
6,2009.5555419921875,2004.43994140625
7,1999.03857421875,1993.734375
8,1987.7474365234375,1983.0888671875
9,1976.1256103515625,1968.2664794921875
10,1963.6878662109375,1955.4061279296875
11,1950.7501220703125,1942.9771728515625
12,1935.3927001953125,1929.412841796875
13,1920.6998291015625,1911.6715087890625
14,1903.7501220703125,1892.2760009765625
15,1887.182861328125,1872.375
16,1867.99072265625,1849.848876953125
17,1846.8492431640625,1833.4603271484375
18,1828.5443115234375,1809.41357421875
19,1805.8087158203125,1790.8092041015625
20,1784.3309326171875,1764.213134765625
21,1756.101806640625,1738.68505859375
22,1730.3135986328125,1711.9527587890625
23,1703.834716796875,1688.4168701171875
24,1674.6239013671875,1658.1048583984375
25,1643.09228515625,1624.2047119140625
26,1608.270263671875,1591.3577880859375
27,1571.9967041015625,1546.697265625
28,1543.415283203125,1524.9129638671875
29,1502.4910888671875,1487.2183837890625
30,1463.28759765625,1439.708740234375
31,1425.6036376953125,1403.526611328125
32,1383.1990966796875,1361.403076171875
33,1346.8436279296875,1328.2225341796875
34,1307.4215087890625,1284.4532470703125
35,1261.12890625,1238.9149169921875
36,1221.9381103515625,1197.572265625
37,1180.3050537109375,1137.881591796875
38,1129.997802734375,1103.8587646484375
39,1089.478759765625,1025.87548828125
40,1042.1649169921875,1010.9927368164062
41,995.6363525390625,958.3401489257812
42,952.8766479492188,917.1873779296875
43,900.1939086914062,883.083740234375
44,857.3788452148438,806.5376586914062
45,815.80615234375,768.8177490234375
46,769.7687377929688,716.23876953125
47,737.6402587890625,681.9124145507812
48,694.209716796875,637.6610717773438
49,649.1801147460938,619.044189453125
50,615.9620361328125,582.8067016601562
51,579.2664184570312,549.5289306640625
52,569.1153564453125,509.50762939453125
53,531.0787353515625,471.2918395996094
54,515.1099243164062,450.2402038574219
55,490.5210266113281,418.4127197265625
56,482.43426513671875,383.9434509277344
57,471.83416748046875,385.71026611328125
58,449.3040771484375,348.3912048339844
59,440.27117919921875,346.8582458496094
60,452.3056640625,328.61358642578125
61,432.0503234863281,331.3251037597656
62,426.7323303222656,350.4870300292969
63,409.43988037109375,296.7520446777344
64,410.91888427734375,307.2947082519531
65,406.0696716308594,323.19512939453125
66,416.56427001953125,366.733154296875
67,414.1351318359375,374.33746337890625
68,382.4184265136719,379.7183837890625
69,387.2281188964844,284.6924743652344
70,374.4657287597656,349.6493835449219
71,379.6241760253906,353.5155944824219
72,380.1910705566406,324.59033203125
73,371.2273254394531,466.07574462890625
74,348.2038269042969,427.0272521972656
75,350.664306640625,406.3376159667969
76,333.279296875,495.8780517578125
77,343.5563659667969,418.8342590332031
78,322.23516845703125,385.6142578125
79,323.0549011230469,482.6976623535156
