epoch,loss,val_loss
0,26942.650390625,26762.455078125
1,26770.23828125,26602.5546875
2,26586.416015625,26433.060546875
3,26416.2578125,26242.984375
4,26242.943359375,26058.841796875
5,26053.99609375,25857.728515625
6,25874.908203125,25665.98046875
7,25676.763671875,25460.994140625
8,25480.419921875,25296.955078125
9,25266.279296875,25004.5390625
10,25055.166015625,24793.892578125
11,24827.224609375,24644.3046875
12,24586.119140625,24301.498046875
13,24340.646484375,24083.232421875
14,24082.365234375,23803.8125
15,23822.232421875,23499.181640625
16,23531.44921875,23228.384765625
17,23213.771484375,23016.576171875
18,22929.75,22714.251953125
19,22599.818359375,22389.513671875
20,22262.87890625,21993.466796875
21,21952.0078125,21608.375
22,21568.548828125,21336.66796875
23,21220.6328125,20885.025390625
24,20844.998046875,20536.3515625
25,20464.125,20258.6796875
26,20076.939453125,19729.677734375
27,19642.50390625,19358.267578125
28,19257.57421875,18866.890625
29,18788.025390625,18521.041015625
30,18308.787109375,18191.013671875
31,17905.375,17555.36328125
32,17411.48828125,17188.83203125
33,16892.06640625,16637.787109375
34,16506.181640625,16316.4111328125
35,15982.099609375,15692.0048828125
36,15461.30859375,15375.4619140625
37,14998.7626953125,14790.607421875
38,14444.2314453125,14325.6142578125
39,13923.61328125,13636.734375
40,13385.6650390625,13452.60546875
41,12910.6396484375,12929.833984375
42,12301.1083984375,12542.7314453125
43,11855.4140625,11944.595703125
44,11301.158203125,11260.15234375
45,10852.447265625,10940.57421875
46,10368.6416015625,10336.3212890625
47,9813.8095703125,9914.3232421875
48,9408.5390625,9670.978515625
49,8879.84375,9260.4892578125
50,8429.6875,8965.9970703125
51,7995.416015625,8482.330078125
52,7685.28662109375,7919.16064453125
53,7336.0224609375,7605.51416015625
54,6933.58056640625,7507.890625
55,6762.6220703125,7358.35986328125
56,6308.34912109375,7367.82861328125
57,6120.10693359375,7458.14404296875
58,5725.42431640625,6447.009765625
59,5587.8037109375,6403.89892578125
60,5532.51611328125,5933.64306640625
61,5234.6865234375,6105.60498046875
62,5138.65478515625,6066.39697265625
63,4940.24658203125,6197.91455078125
64,4906.2314453125,5236.38232421875
65,4968.08447265625,5717.7021484375
66,4739.43359375,6400.96826171875
67,4944.46484375,6252.64990234375
68,4725.93896484375,6404.96337890625
69,4587.80224609375,5345.751953125
70,4552.91845703125,6113.796875
71,4636.91259765625,5889.1787109375
72,4298.83154296875,6801.4248046875
73,4389.4482421875,6488.7138671875
74,4393.9033203125,7180.82177734375
