epoch,loss,val_loss
0,2808881.0,2804144.25
1,2804425.5,2799217.25
2,2800066.5,2795542.75
3,2795214.0,2790688.5
4,2790283.0,2786030.25
5,2785861.5,2779946.75
6,2780632.0,2775728.0
7,2775401.5,2769344.75
8,2770225.5,2765447.75
9,2764824.5,2757194.25
10,2758617.0,2751741.5
11,2752715.75,2746213.75
12,2746358.5,2737666.25
13,2739090.0,2732889.25
14,2732642.25,2724371.75
15,2725219.5,2716752.0
16,2717089.0,2708554.5
17,2709051.0,2701774.25
18,2701224.75,2693482.0
19,2692564.5,2684322.75
20,2683172.5,2674310.5
21,2673106.25,2663779.25
22,2664309.0,2657472.5
23,2653569.5,2644348.0
24,2643585.75,2633529.5
25,2632229.25,2621004.5
26,2620910.0,2609358.5
27,2608257.25,2597516.75
28,2595379.75,2587509.75
29,2583183.5,2573605.5
30,2566551.0,2561521.0
31,2555341.25,2550062.0
32,2538990.25,2534799.5
33,2525214.75,2514824.0
34,2511063.25,2501494.75
35,2494740.75,2484298.75
36,2475372.5,2469437.0
37,2462075.75,2456664.0
38,2440792.5,2434880.75
39,2423278.25,2404110.0
40,2404168.5,2401045.75
41,2385230.75,2377873.5
42,2361294.0,2352226.5
43,2343571.5,2338119.5
44,2317679.0,2311299.75
45,2295958.75,2286936.5
46,2274800.0,2265019.75
47,2248505.25,2240805.25
48,2224757.0,2220562.75
49,2195443.75,2191631.0
50,2173202.25,2177076.75
51,2145675.75,2148901.0
52,2119190.25,2121818.5
53,2088931.125,2090825.0
54,2061719.25,2058868.5
55,2035891.0,2044733.625
56,2001005.5,2013557.0
57,1970724.125,1987144.5
58,1944215.25,1938383.75
59,1911466.75,1915995.0
60,1874040.75,1898970.625
61,1844765.625,1845284.625
62,1811751.125,1825255.0
63,1778167.875,1793899.25
64,1746742.0,1742430.75
65,1710737.0,1726677.625
66,1675967.75,1705738.125
67,1641740.625,1655169.0
68,1608797.0,1630368.5
69,1569277.0,1587002.75
70,1530604.125,1574086.125
71,1500009.125,1539732.0
72,1462380.0,1499077.75
73,1417761.25,1467347.25
74,1388221.125,1435429.125
75,1350873.75,1385236.5
76,1310912.0,1373653.625
77,1278464.75,1355771.875
78,1242128.75,1307644.5
79,1213857.75,1274371.375
80,1178921.375,1229125.375
81,1142035.625,1186160.375
82,1104574.125,1146029.625
83,1078037.125,1140601.5
84,1042961.125,1094410.75
85,1010467.5,1068545.125
86,969982.5,1078945.25
87,951525.9375,1041210.3125
88,922193.0625,1003257.25
89,892012.0,1002811.25
90,873856.875,968421.75
91,845490.9375,913852.8125
92,818606.375,891321.875
93,799951.5625,889539.625
94,774515.1875,887111.0625
95,750047.25,839306.5
96,728672.5,858750.25
97,726807.9375,854638.375
98,678114.9375,833098.4375
99,669212.0,828827.3125
