epoch,loss,val_loss
0,6139456.0,6135229.0
1,6134111.5,6129828.5
2,6127951.5,6125289.5
3,6122398.0,6119554.5
4,6116423.5,6113296.5
5,6109993.5,6108988.5
6,6103915.0,6103306.0
7,6097132.5,6097193.5
8,6090419.5,6090754.5
9,6083213.5,6084135.0
10,6075616.0,6076678.5
11,6067820.0,6070117.5
12,6059546.0,6060155.5
13,6051011.5,6052806.5
14,6042070.0,6045794.0
15,6032635.0,6037488.0
16,6022771.0,6026800.0
17,6012088.0,6019458.5
18,6000300.5,6008628.5
19,5990135.5,5999174.5
20,5978014.5,5984859.0
21,5964765.0,5973558.0
22,5951287.0,5961396.0
23,5938562.0,5950644.5
24,5924458.0,5937834.0
25,5909851.5,5926140.5
26,5892413.0,5910562.0
27,5876217.5,5896355.5
28,5861773.5,5878716.0
29,5842578.5,5863427.0
30,5824498.0,5848573.0
31,5803107.0,5826842.0
32,5786238.5,5809728.5
33,5764149.0,5791928.5
34,5741978.5,5775314.5
35,5722048.0,5751328.0
36,5696142.5,5736033.5
37,5673289.0,5711087.0
38,5642865.0,5683840.5
39,5625498.0,5664473.5
40,5595434.5,5633551.5
41,5564149.0,5624273.0
42,5538482.0,5598938.5
43,5508082.0,5559637.0
44,5471163.5,5534694.5
45,5442906.5,5502404.0
46,5411999.5,5477710.0
47,5373708.5,5456113.5
48,5340810.5,5413647.5
49,5301705.5,5362168.5
50,5265071.5,5352950.0
51,5222430.0,5328811.5
52,5181298.5,5274044.5
53,5144502.0,5231102.0
54,5103041.5,5197866.0
55,5053238.5,5149669.0
56,5009013.0,5115977.0
57,4965257.5,5109431.5
58,4912448.0,5021247.0
59,4859494.0,5004578.5
60,4808507.0,4945413.0
61,4759963.0,4887677.5
62,4700475.5,4847976.0
63,4651173.0,4804020.0
64,4587489.0,4738947.5
65,4553423.0,4674666.5
66,4475715.0,4621761.0
67,4416918.5,4601043.0
68,4361501.5,4539536.0
69,4295466.5,4496781.0
70,4237707.5,4421166.5
71,4176560.5,4372344.0
72,4101890.0,4308139.0
73,4037664.5,4239868.5
74,3971923.75,4214219.0
75,3905096.25,4149094.25
76,3826627.0,4083038.5
77,3753170.0,3978912.25
78,3682366.5,3934654.0
79,3621607.0,3843579.75
80,3543292.75,3820525.0
81,3465930.0,3724797.5
82,3391339.0,3642080.75
83,3324827.75,3603017.5
84,3260805.75,3523829.25
85,3167342.5,3453250.5
86,3084346.0,3400534.25
87,3016105.75,3324066.5
88,2938719.25,3297953.0
89,2869765.75,3178226.25
90,2777805.0,3125479.75
91,2693461.5,3084703.25
92,2626867.25,2988770.75
93,2559063.75,2872588.0
94,2488300.75,2838146.25
95,2422538.25,2763930.5
96,2339540.5,2670957.0
97,2256861.5,2595964.25
98,2192537.5,2533867.75
99,2124603.5,2504750.0
