epoch,loss,val_loss
0,686162.5,685802.3125
1,685834.5,685449.375
2,685499.9375,685149.8125
3,685151.0625,684819.625
4,684778.0,684383.0
5,684399.625,684032.125
6,684008.6875,683654.8125
7,683582.8125,683168.75
8,683146.875,682793.6875
9,682708.375,682195.75
10,682210.5625,681620.5
11,681668.0,681131.125
12,681111.1875,680468.125
13,680490.4375,680017.875
14,679916.5,679348.6875
15,679236.1875,678609.75
16,678559.3125,677910.875
17,677795.125,677277.375
18,677068.75,676410.0
19,676316.1875,675559.0
20,675437.9375,674879.3125
21,674530.4375,673918.375
22,673531.9375,672815.625
23,672602.1875,671903.75
24,671619.5625,670963.0625
25,670564.25,669769.1875
26,669453.9375,668649.125
27,668154.3125,667208.3125
28,667057.25,665995.6875
29,665647.9375,665214.0625
30,664375.3125,663934.1875
31,663028.6875,662194.0625
32,661394.6875,661168.8125
33,659794.4375,659494.875
34,658114.9375,657343.125
35,656516.1875,655668.8125
36,654659.0,654864.75
37,652965.4375,652221.75
38,650933.3125,650722.25
39,649055.4375,648624.3125
40,647043.0625,647121.75
41,644574.0625,644156.1875
42,642155.3125,642414.5
43,640014.5625,639914.0625
44,637426.875,638059.0625
45,634942.25,635502.5
46,632533.4375,631854.5625
47,629902.125,629031.9375
48,626715.3125,626741.4375
49,623662.9375,624151.25
50,620948.4375,622479.3125
51,617451.9375,618506.8125
52,613941.8125,615687.5
53,610746.75,612435.125
54,606974.1875,608486.0625
55,603990.9375,607411.6875
56,599593.375,601902.0
57,596072.9375,599951.5625
58,591830.1875,594025.625
59,588073.4375,589537.875
60,583663.25,588725.8125
61,579163.0625,581605.375
62,574507.875,578606.25
63,570445.5625,574108.0
64,566389.8125,569333.875
65,561010.8125,564966.75
66,556432.4375,561476.5625
67,550274.375,553480.4375
68,545114.5,549740.125
69,539516.3125,543945.375
70,533153.8125,541960.375
71,528830.875,533285.5
72,522666.09375,527854.3125
73,516114.8125,522366.0
74,509038.96875,514322.5
75,504563.75,508517.78125
76,496592.8125,503930.21875
77,490704.34375,502814.5625
78,484310.03125,492454.125
79,477441.0,488687.09375
80,471201.21875,479065.65625
81,463857.1875,477224.34375
82,457079.1875,469211.375
83,449000.65625,462340.15625
84,443678.875,457708.625
85,435191.71875,449950.875
86,426177.125,443643.9375
87,418964.5625,435984.40625
88,413809.0625,430033.875
89,406032.53125,418937.53125
90,397822.59375,414246.03125
91,391757.65625,408177.65625
92,382177.65625,396298.78125
93,376367.15625,389617.90625
94,367929.4375,382268.0625
95,358974.40625,376304.90625
96,352065.90625,371187.875
97,345883.96875,360207.6875
98,336797.84375,354339.8125
99,328022.3125,347975.03125
