epoch,loss,val_loss
0,976.5348510742188,971.9163208007812
1,970.2120971679688,964.9177856445312
2,963.5111083984375,960.9205932617188
3,957.2858276367188,953.7657470703125
4,950.2844848632812,947.4764404296875
5,942.6363525390625,939.9988403320312
6,934.6829833984375,934.2432861328125
7,927.2587280273438,926.7205200195312
8,918.4304809570312,917.5223388671875
9,908.9913330078125,909.2882080078125
10,898.6232299804688,898.405029296875
11,889.0808715820312,889.1796875
12,878.13818359375,878.205078125
13,866.3345947265625,865.1354370117188
14,852.3091430664062,854.5497436523438
15,839.7361450195312,842.7274780273438
16,824.2782592773438,830.6831665039062
17,810.416015625,811.0009155273438
18,795.4680786132812,794.3555908203125
19,776.0245361328125,782.9661254882812
20,757.4368896484375,758.3340454101562
21,740.5204467773438,750.0936889648438
22,717.1983642578125,725.1165771484375
23,697.704345703125,705.5299682617188
24,674.7907104492188,681.4539794921875
25,647.1934814453125,668.8292846679688
26,627.2225952148438,636.9996948242188
27,603.693359375,608.7510986328125
28,580.7976684570312,575.185791015625
29,552.7890625,545.18798828125
30,524.6292114257812,539.49365234375
31,501.6503601074219,508.4755554199219
32,472.71746826171875,485.35491943359375
33,446.0384826660156,453.6828308105469
34,415.1801452636719,421.1382751464844
35,390.6903076171875,399.8116760253906
36,364.1635437011719,364.14990234375
37,338.2369079589844,347.53363037109375
38,314.2055969238281,310.7532043457031
39,290.0498352050781,291.08831787109375
40,269.83673095703125,250.26309204101562
41,248.1478729248047,239.84735107421875
42,231.0670166015625,228.15663146972656
43,217.29119873046875,216.4190216064453
44,206.2906494140625,194.0453338623047
45,192.50054931640625,169.6902313232422
46,173.12075805664062,159.8722686767578
47,163.7761993408203,140.19625854492188
48,159.20545959472656,126.37104797363281
49,150.6757049560547,124.81936645507812
50,144.1326904296875,136.2791290283203
51,151.5664825439453,137.67242431640625
52,146.38352966308594,126.02665710449219
53,140.75656127929688,133.6375732421875
54,150.9979248046875,129.53958129882812
55,151.10752868652344,118.95767974853516
56,151.39854431152344,139.22341918945312
57,147.81484985351562,152.5613250732422
58,141.23892211914062,162.87730407714844
59,146.0858154296875,158.5231475830078
60,150.2360382080078,158.68714904785156
61,143.17291259765625,149.729248046875
62,138.97230529785156,171.42791748046875
63,128.85177612304688,142.2086181640625
64,126.1072006225586,150.41064453125
65,129.0129852294922,144.92117309570312
