epoch,loss,val_loss
0,16179.7724609375,16098.44921875
1,16086.2138671875,16016.48828125
2,15993.5400390625,15944.36328125
3,15900.35546875,15848.7197265625
4,15804.4384765625,15769.2568359375
5,15704.4560546875,15673.4912109375
6,15608.5048828125,15583.19921875
7,15510.3076171875,15464.087890625
8,15398.693359375,15373.6962890625
9,15291.6435546875,15287.70703125
10,15167.2529296875,15168.0859375
11,15041.8349609375,15064.2587890625
12,14920.611328125,14906.5986328125
13,14779.7275390625,14779.6416015625
14,14647.486328125,14651.2470703125
15,14487.8623046875,14538.2021484375
16,14342.3623046875,14348.5302734375
17,14187.326171875,14244.2109375
18,14015.2490234375,14090.9560546875
19,13832.814453125,13942.8037109375
20,13643.1435546875,13718.1328125
21,13481.4384765625,13560.1298828125
22,13270.6396484375,13388.041015625
23,13062.392578125,13243.8271484375
24,12835.708984375,12998.078125
25,12624.205078125,12806.9921875
26,12406.16796875,12546.8466796875
27,12190.4072265625,12387.9423828125
28,11945.4287109375,12123.7890625
29,11703.1220703125,11883.8408203125
30,11442.1728515625,11636.2236328125
31,11158.2646484375,11347.0986328125
32,10916.435546875,11185.029296875
33,10628.84375,10942.8994140625
34,10357.2724609375,10630.8896484375
35,10035.345703125,10407.54296875
36,9754.89453125,10072.017578125
37,9466.4775390625,9735.5107421875
38,9142.8857421875,9529.8447265625
39,8853.072265625,9183.7392578125
40,8542.6630859375,8914.15625
41,8199.8330078125,8674.921875
42,7888.16650390625,8472.853515625
43,7541.830078125,8018.52880859375
44,7188.79638671875,7890.97509765625
45,6890.1474609375,7398.1240234375
46,6596.2822265625,7223.4609375
47,6236.53076171875,6850.26708984375
48,5934.359375,6333.6416015625
49,5634.01904296875,6179.474609375
50,5305.84521484375,5934.33203125
51,5014.0810546875,5491.5087890625
52,4707.24755859375,5220.33544921875
53,4449.45849609375,5059.27783203125
54,4175.47900390625,4793.13720703125
55,3887.052734375,4510.59814453125
56,3665.9677734375,4143.025390625
57,3438.3583984375,4139.2255859375
58,3268.147216796875,3697.08349609375
59,2989.098388671875,3530.341552734375
60,2807.02880859375,3337.43212890625
61,2715.388916015625,3097.92724609375
62,2532.758056640625,2984.107666015625
63,2390.1875,2898.01904296875
64,2278.75390625,2845.653564453125
65,2204.976318359375,2465.086181640625
66,2191.80078125,2438.641357421875
67,2017.083984375,2591.9609375
68,1978.6929931640625,2324.424072265625
69,2045.098876953125,2191.981689453125
70,1949.7918701171875,2159.771240234375
71,2032.0244140625,2042.4749755859375
72,1960.2757568359375,2124.7841796875
73,1971.9537353515625,2076.474853515625
74,1818.3720703125,2101.36328125
75,1917.6781005859375,1959.3973388671875
76,1905.1324462890625,1976.832763671875
77,1996.9461669921875,1891.1839599609375
78,1894.4534912109375,1876.3065185546875
79,1874.2110595703125,1793.6253662109375
80,1856.9874267578125,1743.492919921875
81,1857.7701416015625,1829.019775390625
82,1802.643310546875,1803.5648193359375
83,1753.7890625,1665.143798828125
84,1778.5069580078125,1747.3724365234375
85,1782.7584228515625,1873.5086669921875
86,1734.199462890625,1624.4295654296875
87,1728.382080078125,1760.2757568359375
88,1712.5980224609375,1712.0584716796875
89,1684.7791748046875,1784.267333984375
90,1691.170166015625,1792.9462890625
91,1650.3150634765625,1912.505615234375
92,1564.375244140625,1788.5689697265625
93,1577.4825439453125,1749.52587890625
94,1672.0511474609375,1796.1893310546875
95,1504.8035888671875,1931.9031982421875
96,1542.9659423828125,1849.9326171875
