epoch,loss,val_loss
0,315038.09375,314757.46875
1,314733.53125,314467.9375
2,314436.84375,314223.78125
3,314136.34375,313974.71875
4,313804.8125,313612.4375
5,313504.59375,313273.96875
6,313147.21875,312973.65625
7,312802.53125,312617.1875
8,312440.28125,312309.5625
9,312060.5625,311929.875
10,311646.0625,311609.34375
11,311266.5,311159.5625
12,310810.8125,310710.1875
13,310353.65625,310337.625
14,309866.65625,309897.125
15,309342.53125,309328.34375
16,308878.8125,308792.46875
17,308271.4375,308349.96875
18,307642.375,307861.09375
19,307076.375,307201.6875
20,306447.71875,306476.0
21,305736.28125,305940.0625
22,305036.6875,305215.8125
23,304261.875,304634.15625
24,303505.65625,303793.34375
25,302587.34375,302834.0
26,301723.875,302358.28125
27,300908.53125,301437.46875
28,300014.46875,300501.78125
29,299135.15625,299734.15625
30,297972.1875,298678.5
31,296878.53125,297763.46875
32,295863.40625,296472.53125
33,294637.46875,295372.90625
34,293420.46875,294713.875
35,292200.1875,293338.90625
36,290945.15625,291896.3125
37,289570.09375,290519.25
38,287893.46875,289552.03125
39,286793.75,288262.59375
40,285316.96875,286400.375
41,283739.09375,285211.90625
42,281766.5,283652.84375
43,280158.21875,281902.5
44,278238.46875,280515.53125
45,276414.03125,278889.46875
46,274563.65625,277020.5
47,272472.84375,275192.9375
48,270436.8125,272009.53125
49,268167.90625,270999.9375
50,266196.65625,269223.65625
51,263453.125,266774.375
52,261320.046875,264156.25
53,258910.625,261906.328125
54,256321.125,259571.71875
55,253780.453125,258212.578125
56,251292.609375,254134.890625
57,248390.265625,254310.40625
58,245544.734375,249477.6875
59,242704.203125,247254.65625
60,239840.859375,244121.875
61,236741.1875,241587.03125
62,233617.875,238386.015625
63,230569.765625,235632.46875
64,227220.078125,233148.03125
65,224092.0625,228431.140625
66,220255.796875,225092.84375
67,217096.46875,222935.765625
68,214058.4375,220535.625
69,210112.265625,215624.0
70,206661.171875,212303.984375
71,202336.40625,211048.828125
72,198848.96875,205249.71875
73,194870.203125,202248.5625
74,190749.5,197382.375
75,186869.5625,194405.8125
76,182958.28125,192219.953125
77,178656.265625,186685.1875
78,175206.671875,183160.5
79,171126.796875,180462.78125
80,167207.5,172624.453125
81,161674.53125,172230.03125
82,156997.28125,167199.40625
83,154016.96875,162863.671875
84,149478.65625,159461.40625
85,145170.5,156209.390625
86,141493.96875,151375.84375
87,136588.65625,148330.53125
88,132538.03125,144748.96875
89,129759.1484375,138545.921875
90,124590.4609375,136529.1875
91,120821.484375,135055.015625
92,116714.2578125,130758.5390625
93,113147.5703125,127838.5
94,109235.9140625,121637.2734375
95,105230.1953125,118021.71875
96,101036.3828125,114823.53125
97,98018.46875,111794.7109375
98,94769.484375,106531.7265625
99,90736.59375,105990.859375
