epoch,loss,val_loss
0,11005824.0,10995824.0
1,10994952.0,10985270.0
2,10984517.0,10974297.0
3,10973769.0,10964263.0
4,10962315.0,10952057.0
5,10951224.0,10938154.0
6,10939685.0,10930024.0
7,10927377.0,10916856.0
8,10914290.0,10903856.0
9,10900682.0,10884738.0
10,10888150.0,10873503.0
11,10873569.0,10859639.0
12,10858012.0,10844071.0
13,10841478.0,10826448.0
14,10824039.0,10809887.0
15,10807408.0,10789644.0
16,10787795.0,10768195.0
17,10768009.0,10752732.0
18,10749230.0,10734685.0
19,10727362.0,10711439.0
20,10706100.0,10689025.0
21,10681157.0,10658820.0
22,10658638.0,10639337.0
23,10630718.0,10607665.0
24,10607852.0,10589829.0
25,10577143.0,10556948.0
26,10549260.0,10520338.0
27,10516565.0,10486413.0
28,10487729.0,10470724.0
29,10455598.0,10426318.0
30,10416913.0,10402696.0
31,10385733.0,10372639.0
32,10349120.0,10332730.0
33,10306825.0,10293663.0
34,10269154.0,10252989.0
35,10229946.0,10202894.0
36,10185604.0,10174858.0
37,10145417.0,10137255.0
38,10094154.0,10076236.0
39,10045122.0,10008975.0
40,9995615.0,9996065.0
41,9939337.0,9922912.0
42,9884275.0,9883835.0
43,9834708.0,9825423.0
44,9770015.0,9756289.0
45,9717735.0,9700127.0
46,9656407.0,9639322.0
47,9589241.0,9561639.0
48,9525662.0,9511774.0
49,9454222.0,9443468.0
50,9399398.0,9371397.0
51,9311627.0,9338325.0
52,9236660.0,9254942.0
53,9160396.0,9157061.0
54,9077466.0,9093935.0
55,9017070.0,9069825.0
56,8913531.0,8942806.0
57,8831160.0,8867514.0
58,8751931.0,8773059.0
59,8659014.0,8668972.0
60,8567471.0,8601310.0
61,8473700.0,8454405.0
62,8395563.0,8401301.0
63,8270905.0,8289359.5
64,8185575.5,8199754.5
65,8082139.0,8127479.5
66,7986725.0,8043547.5
67,7858691.0,7881814.5
68,7760605.0,7810969.5
69,7646750.0,7662635.0
70,7520898.5,7614807.5
71,7412351.5,7532316.0
72,7310465.0,7361849.0
73,7169606.0,7272762.0
74,7075158.0,7095300.0
75,6942258.5,7015727.0
76,6804739.5,6863370.5
77,6682385.0,6866952.0
78,6557105.0,6630979.5
79,6446898.0,6559886.0
80,6314709.5,6427203.0
81,6201674.5,6296669.5
82,6080222.5,6167479.5
83,5920961.0,6033839.5
84,5804709.5,5881726.0
85,5674547.0,5817610.5
86,5505283.0,5711053.5
87,5393668.5,5511716.5
88,5253819.5,5415596.0
89,5168151.0,5320975.5
90,5011248.0,5235858.0
91,4901497.0,5015060.0
92,4788503.5,4890087.0
93,4688097.0,4769681.0
94,4527729.5,4671451.5
95,4416864.5,4537124.5
96,4309148.0,4494180.0
97,4210267.0,4356995.0
98,4054390.75,4287666.5
99,3915530.25,4154637.25
